taxonomy_level,era,speech_type,source,target,shared_paragraphs,shared_speeches,jaccard,lift,source_marginal_rate,target_marginal_rate
level2,Civil War & Reconstruction,veto_or_signing_statement,"Military Preparedness, Armed Forces & Veterans",Public Lands & Homestead Settlement,1,1,0.037037037037037035,2.4696969696969697,0.018404907975460124,0.06748466257668712
level2,Civil War & Reconstruction,veto_or_signing_statement,"Military Preparedness, Armed Forces & Veterans",Reconstruction & Southern Self-Government,2,1,0.015267175572519083,0.8556430446194224,0.018404907975460124,0.3895705521472393
level2,Civil War & Reconstruction,veto_or_signing_statement,National Bank & Banking Crises,"Public Debt, Revenue & Treasury Finance",2,1,0.07692307692307693,3.812865497076024,0.027607361963190184,0.05828220858895705
level2,Civil War & Reconstruction,veto_or_signing_statement,National Bank & Banking Crises,Public Lands & Homestead Settlement,1,1,0.03333333333333333,1.6464646464646466,0.027607361963190184,0.06748466257668712
level2,Civil War & Reconstruction,veto_or_signing_statement,National Bank & Banking Crises,"Tariffs, Reciprocity & Navigation Laws",1,1,0.08333333333333333,9.055555555555555,0.027607361963190184,0.012269938650306749
level2,Civil War & Reconstruction,veto_or_signing_statement,"Providence, Faith & American Ideals",Reconstruction & Southern Self-Government,1,1,0.007751937984496124,0.8556430446194224,0.009202453987730062,0.3895705521472393
level2,Civil War & Reconstruction,veto_or_signing_statement,"Public Debt, Revenue & Treasury Finance",Public Lands & Homestead Settlement,4,1,0.10810810810810811,3.1196172248803826,0.05828220858895705,0.06748466257668712
level2,Civil War & Reconstruction,veto_or_signing_statement,"Public Debt, Revenue & Treasury Finance",Reconstruction & Southern Self-Government,3,2,0.02097902097902098,0.40530460008288444,0.05828220858895705,0.3895705521472393
level2,Civil War & Reconstruction,veto_or_signing_statement,"Public Debt, Revenue & Treasury Finance","Relations with Spain, Mexico & Territorial Claims",1,1,0.05263157894736842,17.157894736842106,0.05828220858895705,0.003067484662576687
level2,Civil War & Reconstruction,veto_or_signing_statement,"Public Debt, Revenue & Treasury Finance","Tariffs, Reciprocity & Navigation Laws",1,1,0.045454545454545456,4.2894736842105265,0.05828220858895705,0.012269938650306749
level2,Civil War & Reconstruction,veto_or_signing_statement,Reconstruction & Southern Self-Government,"Slavery, Emancipation & Sectionalism",12,5,0.08955223880597014,1.6212184003315377,0.3895705521472393,0.05828220858895705
level2,Civil War & Reconstruction,veto_or_signing_statement,Reconstruction & Southern Self-Government,"Welfare, Poverty & Economic Opportunity",1,1,0.0078125,1.2834645669291338,0.3895705521472393,0.006134969325153374
level2,Civil War & Reconstruction,veto_or_signing_statement,"Taxes, Budget Deficits & Federal Spending","Territorial Organization, Statehood & Insular Governance",1,1,0.03225806451612903,10.516129032258064,0.003067484662576687,0.0950920245398773
level2,Expansion,inaugural_address,Agriculture & Farm Prices,Constitutional Union & Federalism,1,1,0.012195121951219513,1.4320987654320987,0.008620689655172414,0.34913793103448276
level2,Expansion,inaugural_address,Agriculture & Farm Prices,"Tariffs, Reciprocity & Navigation Laws",1,1,0.07142857142857142,8.923076923076923,0.008620689655172414,0.05603448275862069
level2,Expansion,inaugural_address,Civil Service Reform & the Merit System,Elections & Voting Integrity,1,1,0.14285714285714285,33.14285714285714,0.03017241379310345,0.004310344827586207
level2,Expansion,inaugural_address,Civil Service Reform & the Merit System,"Executive Power, Vetoes & the Courts",3,2,0.07142857142857142,2.6165413533834587,0.03017241379310345,0.16379310344827586
level2,Expansion,inaugural_address,Civil Service Reform & the Merit System,"Indian Affairs, Removal & Allotment",1,1,0.07142857142857142,4.142857142857142,0.03017241379310345,0.034482758620689655
level2,Expansion,inaugural_address,Civil Service Reform & the Merit System,"Internal Improvements, Energy & Infrastructure",1,1,0.07692307692307693,4.7346938775510194,0.03017241379310345,0.03017241379310345
level2,Expansion,inaugural_address,Civil Service Reform & the Merit System,"Public Debt, Revenue & Treasury Finance",1,1,0.04,1.7443609022556392,0.03017241379310345,0.08189655172413793
level2,Expansion,inaugural_address,"Coinage, Currency & Specie",National Bank & Banking Crises,2,2,0.2222222222222222,19.333333333333332,0.01293103448275862,0.034482758620689655
level2,Expansion,inaugural_address,"Coinage, Currency & Specie","Territorial Organization, Statehood & Insular Governance",1,1,0.1111111111111111,11.047619047619047,0.01293103448275862,0.03017241379310345
level2,Expansion,inaugural_address,"Commemoration, Eulogy & National Mourning",Constitutional Union & Federalism,1,1,0.012048192771084338,0.9547325102880658,0.01293103448275862,0.34913793103448276
level2,Expansion,inaugural_address,"Commemoration, Eulogy & National Mourning",Presidential Humility & Reflection on Office,2,2,0.06896551724137931,5.523809523809524,0.01293103448275862,0.1206896551724138
level2,Expansion,inaugural_address,Constitutional Union & Federalism,"Crime, Insurrection & Federal Law Enforcement",1,1,0.012048192771084338,0.9547325102880658,0.34913793103448276,0.01293103448275862
level2,Expansion,inaugural_address,Constitutional Union & Federalism,"Executive Power, Vetoes & the Courts",9,5,0.08181818181818182,0.6783625730994153,0.34913793103448276,0.16379310344827586
level2,Expansion,inaugural_address,Constitutional Union & Federalism,National Bank & Banking Crises,1,1,0.011363636363636364,0.35802469135802467,0.34913793103448276,0.034482758620689655
level2,Expansion,inaugural_address,Constitutional Union & Federalism,Neutral Rights & Maritime Depredations,1,1,0.011904761904761904,0.7160493827160493,0.34913793103448276,0.017241379310344827
level2,Expansion,inaugural_address,Constitutional Union & Federalism,Presidential Humility & Reflection on Office,3,3,0.02830188679245283,0.30687830687830686,0.34913793103448276,0.1206896551724138
level2,Expansion,inaugural_address,Constitutional Union & Federalism,"Providence, Faith & American Ideals",5,3,0.05154639175257732,0.6819517930629042,0.34913793103448276,0.09051724137931035
level2,Expansion,inaugural_address,Constitutional Union & Federalism,"Public Debt, Revenue & Treasury Finance",3,3,0.030927835051546393,0.45224171539961017,0.34913793103448276,0.08189655172413793
level2,Expansion,inaugural_address,Constitutional Union & Federalism,Public Lands & Homestead Settlement,1,1,0.011904761904761904,0.7160493827160493,0.34913793103448276,0.017241379310344827
level2,Expansion,inaugural_address,Constitutional Union & Federalism,"Slavery, Emancipation & Sectionalism",3,2,0.03529411764705882,1.2275132275132274,0.34913793103448276,0.03017241379310345
level2,Expansion,inaugural_address,Constitutional Union & Federalism,"Tariffs, Reciprocity & Navigation Laws",2,2,0.021739130434782608,0.4406457739791073,0.34913793103448276,0.05603448275862069
level2,Expansion,inaugural_address,Constitutional Union & Federalism,"Territorial Organization, Statehood & Insular Governance",3,2,0.03529411764705882,1.2275132275132274,0.34913793103448276,0.03017241379310345
level2,Expansion,inaugural_address,Constitutional Union & Federalism,"Treaties, Diplomacy & International Arbitration",1,1,0.009900990099009901,0.13639035861258084,0.34913793103448276,0.09051724137931035
level2,Expansion,inaugural_address,"Crime, Insurrection & Federal Law Enforcement","Relations with Spain, Mexico & Territorial Claims",1,1,0.07692307692307693,7.030303030303031,0.01293103448275862,0.04741379310344827
level2,Expansion,inaugural_address,Early Naval Wars: Barbary & the War of 1812,"Military Preparedness, Armed Forces & Veterans",2,2,0.09523809523809523,5.155555555555555,0.021551724137931036,0.07758620689655173
level2,Expansion,inaugural_address,Early Naval Wars: Barbary & the War of 1812,"Public Debt, Revenue & Treasury Finance",2,2,0.09090909090909091,4.88421052631579,0.021551724137931036,0.08189655172413793
level2,Expansion,inaugural_address,"Executive Departments, Postal & Administrative Housekeeping","Executive Power, Vetoes & the Courts",1,1,0.025,2.0350877192982457,0.01293103448275862,0.16379310344827586
level2,Expansion,inaugural_address,"Executive Departments, Postal & Administrative Housekeeping","Public Debt, Revenue & Treasury Finance",1,1,0.047619047619047616,4.0701754385964914,0.01293103448275862,0.08189655172413793
level2,Expansion,inaugural_address,"Executive Departments, Postal & Administrative Housekeeping","Treaties, Diplomacy & International Arbitration",1,1,0.043478260869565216,3.682539682539683,0.01293103448275862,0.09051724137931035
level2,Expansion,inaugural_address,"Executive Power, Vetoes & the Courts","Internal Improvements, Energy & Infrastructure",2,1,0.046511627906976744,1.7443609022556392,0.16379310344827586,0.03017241379310345
level2,Expansion,inaugural_address,"Executive Power, Vetoes & the Courts",National Bank & Banking Crises,4,2,0.09523809523809523,3.0526315789473686,0.16379310344827586,0.034482758620689655
level2,Expansion,inaugural_address,"Executive Power, Vetoes & the Courts","Partisan Combat, Press Conferences & Media Attacks",1,1,0.023255813953488372,1.0175438596491229,0.16379310344827586,0.02586206896551724
level2,Expansion,inaugural_address,"Executive Power, Vetoes & the Courts",Presidential Humility & Reflection on Office,1,1,0.015384615384615385,0.2180451127819549,0.16379310344827586,0.1206896551724138
level2,Expansion,inaugural_address,"Indian Affairs, Removal & Allotment","Internal Improvements, Energy & Infrastructure",1,1,0.07142857142857142,4.142857142857142,0.034482758620689655,0.03017241379310345
level2,Expansion,inaugural_address,"Indian Affairs, Removal & Allotment","Military Preparedness, Armed Forces & Veterans",3,2,0.13043478260869565,4.833333333333333,0.034482758620689655,0.07758620689655173
level2,Expansion,inaugural_address,"Indian Affairs, Removal & Allotment",Monroe Doctrine & Latin American Policy,1,1,0.07142857142857142,4.142857142857142,0.034482758620689655,0.03017241379310345
level2,Expansion,inaugural_address,"Indian Affairs, Removal & Allotment","Public Debt, Revenue & Treasury Finance",3,2,0.125,4.578947368421053,0.034482758620689655,0.08189655172413793
level2,Expansion,inaugural_address,"Indian Affairs, Removal & Allotment",Public Lands & Homestead Settlement,2,2,0.2,14.500000000000002,0.034482758620689655,0.017241379310344827
level2,Expansion,inaugural_address,"Indian Affairs, Removal & Allotment","Relations with Spain, Mexico & Territorial Claims",1,1,0.05555555555555555,2.6363636363636362,0.034482758620689655,0.04741379310344827
level2,Expansion,inaugural_address,"Indian Affairs, Removal & Allotment","Treaties, Diplomacy & International Arbitration",1,1,0.03571428571428571,1.380952380952381,0.034482758620689655,0.09051724137931035
level2,Expansion,inaugural_address,"Internal Improvements, Energy & Infrastructure","Military Preparedness, Armed Forces & Veterans",2,2,0.08695652173913043,3.682539682539682,0.03017241379310345,0.07758620689655173
level2,Expansion,inaugural_address,"Internal Improvements, Energy & Infrastructure","Public Debt, Revenue & Treasury Finance",2,2,0.08333333333333333,3.4887218045112784,0.03017241379310345,0.08189655172413793
level2,Expansion,inaugural_address,"Military Preparedness, Armed Forces & Veterans",Monroe Doctrine & Latin American Policy,1,1,0.041666666666666664,1.841269841269841,0.07758620689655173,0.03017241379310345
level2,Expansion,inaugural_address,"Military Preparedness, Armed Forces & Veterans",Neutral Rights & Maritime Depredations,2,2,0.1,6.444444444444445,0.07758620689655173,0.017241379310344827
level2,Expansion,inaugural_address,"Military Preparedness, Armed Forces & Veterans","Public Debt, Revenue & Treasury Finance",3,2,0.08823529411764706,2.0350877192982457,0.07758620689655173,0.08189655172413793
level2,Expansion,inaugural_address,"Military Preparedness, Armed Forces & Veterans","Relations with Spain, Mexico & Territorial Claims",1,1,0.03571428571428571,1.1717171717171717,0.07758620689655173,0.04741379310344827
level2,Expansion,inaugural_address,"Military Preparedness, Armed Forces & Veterans","Treaties, Diplomacy & International Arbitration",3,3,0.08333333333333333,1.8412698412698412,0.07758620689655173,0.09051724137931035
level2,Expansion,inaugural_address,Monroe Doctrine & Latin American Policy,"Public Debt, Revenue & Treasury Finance",1,1,0.04,1.7443609022556392,0.03017241379310345,0.08189655172413793
level2,Expansion,inaugural_address,Monroe Doctrine & Latin American Policy,"Relations with Spain, Mexico & Territorial Claims",5,2,0.38461538461538464,15.064935064935067,0.03017241379310345,0.04741379310344827
level2,Expansion,inaugural_address,Monroe Doctrine & Latin American Policy,"Treaties, Diplomacy & International Arbitration",2,2,0.07692307692307693,3.1564625850340136,0.03017241379310345,0.09051724137931035
level2,Expansion,inaugural_address,National Bank & Banking Crises,"Public Debt, Revenue & Treasury Finance",1,1,0.038461538461538464,1.5263157894736843,0.034482758620689655,0.08189655172413793
level2,Expansion,inaugural_address,Neutral Rights & Maritime Depredations,"Treaties, Diplomacy & International Arbitration",1,1,0.041666666666666664,2.761904761904762,0.017241379310344827,0.09051724137931035
level2,Expansion,inaugural_address,Presidential Humility & Reflection on Office,"Providence, Faith & American Ideals",5,5,0.11363636363636363,1.9727891156462585,0.1206896551724138,0.09051724137931035
level2,Expansion,inaugural_address,Presidential Humility & Reflection on Office,"Treaties, Diplomacy & International Arbitration",1,1,0.020833333333333332,0.3945578231292517,0.1206896551724138,0.09051724137931035
level2,Expansion,inaugural_address,"Public Debt, Revenue & Treasury Finance",Public Lands & Homestead Settlement,1,1,0.045454545454545456,3.0526315789473686,0.08189655172413793,0.017241379310344827
level2,Expansion,inaugural_address,"Public Debt, Revenue & Treasury Finance","Relations with Spain, Mexico & Territorial Claims",1,1,0.034482758620689655,1.1100478468899522,0.08189655172413793,0.04741379310344827
level2,Expansion,inaugural_address,"Public Debt, Revenue & Treasury Finance","Tariffs, Reciprocity & Navigation Laws",1,1,0.03225806451612903,0.9392712550607287,0.08189655172413793,0.05603448275862069
level2,Expansion,inaugural_address,Public Lands & Homestead Settlement,"Relations with Spain, Mexico & Territorial Claims",1,1,0.07142857142857142,5.2727272727272725,0.017241379310344827,0.04741379310344827
level2,Expansion,inaugural_address,Public Lands & Homestead Settlement,"Treaties, Diplomacy & International Arbitration",1,1,0.041666666666666664,2.761904761904762,0.017241379310344827,0.09051724137931035
level2,Expansion,inaugural_address,"Relations with Spain, Mexico & Territorial Claims","Slavery, Emancipation & Sectionalism",1,1,0.058823529411764705,3.012987012987013,0.04741379310344827,0.03017241379310345
level2,Expansion,inaugural_address,"Relations with Spain, Mexico & Territorial Claims","Territorial Organization, Statehood & Insular Governance",1,1,0.058823529411764705,3.012987012987013,0.04741379310344827,0.03017241379310345
level2,Expansion,inaugural_address,"Relations with Spain, Mexico & Territorial Claims","Treaties, Diplomacy & International Arbitration",1,1,0.03225806451612903,1.0043290043290043,0.04741379310344827,0.09051724137931035
level2,Expansion,inaugural_address,"Tariffs, Reciprocity & Navigation Laws","Treaties, Diplomacy & International Arbitration",3,2,0.0967741935483871,2.5494505494505493,0.05603448275862069,0.09051724137931035
level2,Expansion,inaugural_address,"Territorial Organization, Statehood & Insular Governance","Treaties, Diplomacy & International Arbitration",1,1,0.037037037037037035,1.5782312925170068,0.03017241379310345,0.09051724137931035
level2,Expansion,other,"Coinage, Currency & Specie","Labor, Wages & Working Conditions",1,1,0.1,2.458333333333333,0.13559322033898305,0.05084745762711865
level2,Expansion,other,"Coinage, Currency & Specie",National Bank & Banking Crises,3,1,0.15,1.475,0.13559322033898305,0.2542372881355932
level2,Expansion,other,Constitutional Union & Federalism,"Crime, Insurrection & Federal Law Enforcement",1,1,0.05263157894736842,1.6388888888888888,0.3050847457627119,0.03389830508474576
level2,Expansion,other,Constitutional Union & Federalism,Elections & Voting Integrity,1,1,0.05555555555555555,3.2777777777777777,0.3050847457627119,0.01694915254237288
level2,Expansion,other,Constitutional Union & Federalism,National Bank & Banking Crises,1,1,0.03125,0.2185185185185185,0.3050847457627119,0.2542372881355932
level2,Expansion,other,Constitutional Union & Federalism,"Providence, Faith & American Ideals",1,1,0.047619047619047616,0.8194444444444444,0.3050847457627119,0.06779661016949153
level2,Expansion,other,"Executive Power, Vetoes & the Courts","Internal Improvements, Energy & Infrastructure",1,1,0.3333333333333333,14.749999999999998,0.03389830508474576,0.03389830508474576
level2,Expansion,other,"Internal Improvements, Energy & Infrastructure","Tariffs, Reciprocity & Navigation Laws",1,1,0.14285714285714285,4.916666666666666,0.03389830508474576,0.1016949152542373
level2,Expansion,other,"Labor, Wages & Working Conditions",National Bank & Banking Crises,1,1,0.058823529411764705,1.3111111111111111,0.05084745762711865,0.2542372881355932
level2,Expansion,other,National Bank & Banking Crises,"Trusts, Corporations & Antitrust",1,1,0.06666666666666667,3.9333333333333336,0.2542372881355932,0.01694915254237288
level2,Expansion,other,Presidential Humility & Reflection on Office,"Providence, Faith & American Ideals",2,1,0.3333333333333333,7.374999999999999,0.06779661016949153,0.06779661016949153
level2,Expansion,other,"Public Debt, Revenue & Treasury Finance","Tariffs, Reciprocity & Navigation Laws",2,1,0.25,4.916666666666666,0.06779661016949153,0.1016949152542373
level2,Expansion,other,"Tariffs, Reciprocity & Navigation Laws","Treaties, Diplomacy & International Arbitration",1,1,0.14285714285714285,4.916666666666666,0.1016949152542373,0.03389830508474576
level2,Expansion,proclamation,"Commemoration, Eulogy & National Mourning",Constitutional Union & Federalism,2,1,0.034482758620689655,1.293103448275862,0.02666666666666667,0.7733333333333333
level2,Expansion,proclamation,"Commemoration, Eulogy & National Mourning","Providence, Faith & American Ideals",1,1,0.14285714285714285,6.25,0.02666666666666667,0.08
level2,Expansion,proclamation,Constitutional Union & Federalism,"Crime, Insurrection & Federal Law Enforcement",4,1,0.06451612903225806,0.646551724137931,0.7733333333333333,0.10666666666666667
level2,Expansion,proclamation,Constitutional Union & Federalism,Early Naval Wars: Barbary & the War of 1812,1,1,0.017241379310344827,1.293103448275862,0.7733333333333333,0.013333333333333334
level2,Expansion,proclamation,Constitutional Union & Federalism,Elections & Voting Integrity,1,1,0.017241379310344827,1.293103448275862,0.7733333333333333,0.013333333333333334
level2,Expansion,proclamation,Constitutional Union & Federalism,"Executive Power, Vetoes & the Courts",3,1,0.05084745762711865,0.9698275862068966,0.7733333333333333,0.05333333333333334
level2,Expansion,proclamation,Constitutional Union & Federalism,"Military Preparedness, Armed Forces & Veterans",1,1,0.017241379310344827,1.293103448275862,0.7733333333333333,0.013333333333333334
level2,Expansion,proclamation,Constitutional Union & Federalism,"Providence, Faith & American Ideals",5,1,0.0847457627118644,1.0775862068965516,0.7733333333333333,0.08
level2,Expansion,proclamation,Constitutional Union & Federalism,"Public Debt, Revenue & Treasury Finance",3,1,0.05084745762711865,0.9698275862068966,0.7733333333333333,0.05333333333333334
level2,Expansion,proclamation,Constitutional Union & Federalism,Public Lands & Homestead Settlement,1,1,0.017241379310344827,1.293103448275862,0.7733333333333333,0.013333333333333334
level2,Expansion,proclamation,Constitutional Union & Federalism,"Tariffs, Reciprocity & Navigation Laws",6,1,0.09090909090909091,0.5541871921182265,0.7733333333333333,0.18666666666666668
level2,Expansion,proclamation,"Crime, Insurrection & Federal Law Enforcement","Executive Power, Vetoes & the Courts",1,1,0.09090909090909091,2.3437499999999996,0.10666666666666667,0.05333333333333334
level2,Expansion,proclamation,"Crime, Insurrection & Federal Law Enforcement","Treaties, Diplomacy & International Arbitration",4,2,0.4,6.25,0.10666666666666667,0.08
level2,Expansion,proclamation,"Executive Power, Vetoes & the Courts","Treaties, Diplomacy & International Arbitration",1,1,0.1111111111111111,3.125,0.05333333333333334,0.08
level2,Expansion,proclamation,Mexican War,"Providence, Faith & American Ideals",1,1,0.14285714285714285,6.25,0.02666666666666667,0.08
level2,Expansion,proclamation,Mexican War,"Relations with Spain, Mexico & Territorial Claims",1,1,0.5,37.49999999999999,0.02666666666666667,0.013333333333333334
level2,Expansion,proclamation,Mexican War,"Treaties, Diplomacy & International Arbitration",1,1,0.14285714285714285,6.25,0.02666666666666667,0.08
level2,Expansion,proclamation,"Public Debt, Revenue & Treasury Finance","Tariffs, Reciprocity & Navigation Laws",1,1,0.058823529411764705,1.3392857142857144,0.05333333333333334,0.18666666666666668
level2,Expansion,proclamation,"Relations with Spain, Mexico & Territorial Claims","Treaties, Diplomacy & International Arbitration",1,1,0.16666666666666666,12.5,0.013333333333333334,0.08
level2,Expansion,public_remarks_or_address,Monroe Doctrine & Latin American Policy,"Providence, Faith & American Ideals",4,1,0.8,1.0,1.0,0.8
level2,Expansion,public_remarks_or_address,Monroe Doctrine & Latin American Policy,"Treaties, Diplomacy & International Arbitration",1,1,0.2,1.0,1.0,0.2
level2,Expansion,special_message_to_congress,Agriculture & Farm Prices,National Bank & Banking Crises,1,1,0.006944444444444444,1.297872340425532,0.00546448087431694,0.19262295081967212
level2,Expansion,special_message_to_congress,Agriculture & Farm Prices,"Providence, Faith & American Ideals",2,2,0.10526315789473684,21.52941176470588,0.00546448087431694,0.023224043715846996
level2,Expansion,special_message_to_congress,Agriculture & Farm Prices,"Tariffs, Reciprocity & Navigation Laws",2,1,0.04878048780487805,9.384615384615385,0.00546448087431694,0.05327868852459016
level2,Expansion,special_message_to_congress,Civil Service Reform & the Merit System,"Executive Power, Vetoes & the Courts",1,1,0.007246376811594203,5.304347826086957,0.001366120218579235,0.1885245901639344
level2,Expansion,special_message_to_congress,"Coinage, Currency & Specie",Constitutional Union & Federalism,4,1,0.037037037037037035,1.7304964539007093,0.02459016393442623,0.1284153005464481
level2,Expansion,special_message_to_congress,"Coinage, Currency & Specie",National Bank & Banking Crises,6,3,0.0392156862745098,1.7304964539007095,0.02459016393442623,0.19262295081967212
level2,Expansion,special_message_to_congress,"Coinage, Currency & Specie",Public Lands & Homestead Settlement,1,1,0.020833333333333332,1.3118279569892475,0.02459016393442623,0.04234972677595628
level2,Expansion,special_message_to_congress,Constitutional Union & Federalism,"Crime, Insurrection & Federal Law Enforcement",2,1,0.017094017094017096,0.6229787234042552,0.1284153005464481,0.03415300546448088
level2,Expansion,special_message_to_congress,Constitutional Union & Federalism,"Executive Departments, Postal & Administrative Housekeeping",1,1,0.009259259259259259,0.5191489361702127,0.1284153005464481,0.020491803278688523
level2,Expansion,special_message_to_congress,Constitutional Union & Federalism,"Executive Power, Vetoes & the Courts",16,7,0.07407407407407407,0.9028677150786308,0.1284153005464481,0.1885245901639344
level2,Expansion,special_message_to_congress,Constitutional Union & Federalism,"Indian Affairs, Removal & Allotment",11,2,0.07746478873239436,1.4518571943743237,0.1284153005464481,0.08060109289617487
level2,Expansion,special_message_to_congress,Constitutional Union & Federalism,"Military Preparedness, Armed Forces & Veterans",4,1,0.029411764705882353,0.6771507863089732,0.1284153005464481,0.06284153005464481
level2,Expansion,special_message_to_congress,Constitutional Union & Federalism,National Bank & Banking Crises,1,1,0.004273504273504274,0.0552286102308737,0.1284153005464481,0.19262295081967212
level2,Expansion,special_message_to_congress,Constitutional Union & Federalism,"Providence, Faith & American Ideals",4,3,0.037383177570093455,1.832290362953692,0.1284153005464481,0.023224043715846996
level2,Expansion,special_message_to_congress,Constitutional Union & Federalism,"Public Debt, Revenue & Treasury Finance",1,1,0.006578947368421052,0.13198701767039306,0.1284153005464481,0.08060109289617487
level2,Expansion,special_message_to_congress,Constitutional Union & Federalism,"Relations with Spain, Mexico & Territorial Claims",1,1,0.006369426751592357,0.12167553191489361,0.1284153005464481,0.08743169398907104
level2,Expansion,special_message_to_congress,Constitutional Union & Federalism,"Slavery, Emancipation & Sectionalism",5,1,0.05102040816326531,4.326241134751773,0.1284153005464481,0.012295081967213115
level2,Expansion,special_message_to_congress,Constitutional Union & Federalism,"Tariffs, Reciprocity & Navigation Laws",11,2,0.09016393442622951,2.1963993453355157,0.1284153005464481,0.05327868852459016
level2,Expansion,special_message_to_congress,Constitutional Union & Federalism,"Territorial Organization, Statehood & Insular Governance",1,1,0.008547008547008548,0.3244680851063829,0.1284153005464481,0.03278688524590164
level2,Expansion,special_message_to_congress,Constitutional Union & Federalism,"Treaties, Diplomacy & International Arbitration",1,1,0.003861003861003861,0.04691104844911561,0.1284153005464481,0.226775956284153
level2,Expansion,special_message_to_congress,"Crime, Insurrection & Federal Law Enforcement","Executive Power, Vetoes & the Courts",2,1,0.012422360248447204,0.42434782608695654,0.03415300546448088,0.1885245901639344
level2,Expansion,special_message_to_congress,"Crime, Insurrection & Federal Law Enforcement","Indian Affairs, Removal & Allotment",4,2,0.05,1.9850847457627117,0.03415300546448088,0.08060109289617487
level2,Expansion,special_message_to_congress,"Crime, Insurrection & Federal Law Enforcement","Military Preparedness, Armed Forces & Veterans",1,1,0.014285714285714285,0.6365217391304347,0.03415300546448088,0.06284153005464481
level2,Expansion,special_message_to_congress,"Crime, Insurrection & Federal Law Enforcement","Providence, Faith & American Ideals",1,1,0.024390243902439025,1.7223529411764702,0.03415300546448088,0.023224043715846996
level2,Expansion,special_message_to_congress,"Crime, Insurrection & Federal Law Enforcement","Tariffs, Reciprocity & Navigation Laws",1,1,0.015873015873015872,0.7507692307692307,0.03415300546448088,0.05327868852459016
level2,Expansion,special_message_to_congress,"Crime, Insurrection & Federal Law Enforcement","Territorial Organization, Statehood & Insular Governance",1,1,0.020833333333333332,1.2199999999999998,0.03415300546448088,0.03278688524590164
level2,Expansion,special_message_to_congress,"Crime, Insurrection & Federal Law Enforcement","Treaties, Diplomacy & International Arbitration",2,1,0.010582010582010581,0.3527710843373494,0.03415300546448088,0.226775956284153
level2,Expansion,special_message_to_congress,Elections & Voting Integrity,"Executive Power, Vetoes & the Courts",1,1,0.006756756756756757,0.4822134387351779,0.015027322404371584,0.1885245901639344
level2,Expansion,special_message_to_congress,Elections & Voting Integrity,National Bank & Banking Crises,10,2,0.07042253521126761,4.719535783365571,0.015027322404371584,0.19262295081967212
level2,Expansion,special_message_to_congress,"Executive Departments, Postal & Administrative Housekeeping","Indian Affairs, Removal & Allotment",1,1,0.0136986301369863,0.8271186440677967,0.020491803278688523,0.08060109289617487
level2,Expansion,special_message_to_congress,"Executive Departments, Postal & Administrative Housekeeping",Mexican War,1,1,0.00980392156862745,0.5545454545454547,0.020491803278688523,0.12021857923497267
level2,Expansion,special_message_to_congress,"Executive Departments, Postal & Administrative Housekeeping","Military Preparedness, Armed Forces & Veterans",1,1,0.016666666666666666,1.0608695652173914,0.020491803278688523,0.06284153005464481
level2,Expansion,special_message_to_congress,"Executive Departments, Postal & Administrative Housekeeping",National Bank & Banking Crises,6,1,0.04,2.0765957446808514,0.020491803278688523,0.19262295081967212
level2,Expansion,special_message_to_congress,"Executive Departments, Postal & Administrative Housekeeping",Public Lands & Homestead Settlement,1,1,0.022222222222222223,1.574193548387097,0.020491803278688523,0.04234972677595628
level2,Expansion,special_message_to_congress,"Executive Departments, Postal & Administrative Housekeeping","Tariffs, Reciprocity & Navigation Laws",1,1,0.018867924528301886,1.2512820512820513,0.020491803278688523,0.05327868852459016
level2,Expansion,special_message_to_congress,"Executive Departments, Postal & Administrative Housekeeping","Territorial Organization, Statehood & Insular Governance",1,1,0.02631578947368421,2.033333333333333,0.020491803278688523,0.03278688524590164
level2,Expansion,special_message_to_congress,"Executive Power, Vetoes & the Courts","Indian Affairs, Removal & Allotment",8,3,0.042328042328042326,0.7192336035372144,0.1885245901639344,0.08060109289617487
level2,Expansion,special_message_to_congress,"Executive Power, Vetoes & the Courts",Mexican War,11,4,0.05116279069767442,0.6630434782608696,0.1885245901639344,0.12021857923497267
level2,Expansion,special_message_to_congress,"Executive Power, Vetoes & the Courts","Military Preparedness, Armed Forces & Veterans",1,1,0.00546448087431694,0.11531190926275993,0.1885245901639344,0.06284153005464481
level2,Expansion,special_message_to_congress,"Executive Power, Vetoes & the Courts",Monroe Doctrine & Latin American Policy,1,1,0.00641025641025641,0.27917620137299776,0.1885245901639344,0.025956284153005466
level2,Expansion,special_message_to_congress,"Executive Power, Vetoes & the Courts",National Bank & Banking Crises,23,5,0.08984375,0.8652482269503547,0.1885245901639344,0.19262295081967212
level2,Expansion,special_message_to_congress,"Executive Power, Vetoes & the Courts",Presidential Humility & Reflection on Office,1,1,0.007042253521126761,1.0608695652173914,0.1885245901639344,0.006830601092896175
level2,Expansion,special_message_to_congress,"Executive Power, Vetoes & the Courts","Providence, Faith & American Ideals",1,1,0.006493506493506494,0.3120204603580563,0.1885245901639344,0.023224043715846996
level2,Expansion,special_message_to_congress,"Executive Power, Vetoes & the Courts","Public Debt, Revenue & Treasury Finance",4,4,0.02072538860103627,0.3596168017686072,0.1885245901639344,0.08060109289617487
level2,Expansion,special_message_to_congress,"Executive Power, Vetoes & the Courts","Relations with Spain, Mexico & Territorial Claims",1,1,0.004975124378109453,0.0828804347826087,0.1885245901639344,0.08743169398907104
