candidate_id,edge_id,source_president_profile_id,source_president_name,target_president_profile_id,target_president_name,doc_name,para_idx,speech_date,story_era_id,story_era_label,speech_title,source_url,raw_mention,function,stance,evidence_span,rationale,quotation_status,target_status,rubric_version,evidence_status,annotation_speaker,source_document_owner_profile_id,source_document_owner,cross_owner
8315a2322490bb93c43c79a6,invocation_edge_59bd088e7c817f6ec82674a1c2756d275bcd48a3f4518895602b4663f5043f9e,grover-cleveland,Grover Cleveland,james-monroe,James Monroe,/the-presidency/presidential-speeches/december-17-1895-message-regarding-venezuelan-british-dispute,3,1895-12-17,gilded-age,Administrative-industrial order,"December 17, 1895: Message Regarding Venezuelan-British Dispute",https://millercenter.org/the-presidency/presidential-speeches/december-17-1895-message-regarding-venezuelan-british-dispute,Monroe,policy inheritance,positive,"It may not have been admitted in so many words to the code of international law, but since in international councils every nation is entitled to the rights belonging to it, if the enforcement of the Monroe doctrine is something we may justly claim it has its place in the code of international law as certainly and as securely as if it were specifically mentioned; and when the United States is a suitor before the high tribunal that administers international law the question to be determined is whether or not we present claims which the justice of that code of law can find to be right and valid.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Grover Cleveland,grover-cleveland,Grover Cleveland,false
c42d9e0d380113b2ce674935,invocation_edge_59bd088e7c817f6ec82674a1c2756d275bcd48a3f4518895602b4663f5043f9e,grover-cleveland,Grover Cleveland,james-monroe,James Monroe,/the-presidency/presidential-speeches/december-17-1895-message-regarding-venezuelan-british-dispute,3,1895-12-17,gilded-age,Administrative-industrial order,"December 17, 1895: Message Regarding Venezuelan-British Dispute",https://millercenter.org/the-presidency/presidential-speeches/december-17-1895-message-regarding-venezuelan-british-dispute,Monroe,policy inheritance,neutral,"It is also suggested in the British reply that we should not seek to apply the Monroe doctrine to the pending dispute because it does not embody any principle of international law which ""is rounded on the general consent of nations,"" and that ""no statesman, however eminent, and no nation, however powerful, are competent to insert into the code of international law a novel principle which was never recognized before and which has not since been accepted by the government of any other",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Grover Cleveland,grover-cleveland,Grover Cleveland,false
3cd65379cd3e04a3560f97e7,invocation_edge_59bd088e7c817f6ec82674a1c2756d275bcd48a3f4518895602b4663f5043f9e,grover-cleveland,Grover Cleveland,james-monroe,James Monroe,/the-presidency/presidential-speeches/december-17-1895-message-regarding-venezuelan-british-dispute,4,1895-12-17,gilded-age,Administrative-industrial order,"December 17, 1895: Message Regarding Venezuelan-British Dispute",https://millercenter.org/the-presidency/presidential-speeches/december-17-1895-message-regarding-venezuelan-british-dispute,President Monroe,policy inheritance,neutral,"He further declares: Though the language of President Monroe is directed to the attainment of objects which most Englishmen would agree to be salutary, it is impossible to admit that they have been inscribed By any adequate authority in the code of international law.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Grover Cleveland,grover-cleveland,Grover Cleveland,false
dd6acb4a91e649f99c332912,invocation_edge_59bd088e7c817f6ec82674a1c2756d275bcd48a3f4518895602b4663f5043f9e,grover-cleveland,Grover Cleveland,james-monroe,James Monroe,/the-presidency/presidential-speeches/december-17-1895-message-regarding-venezuelan-british-dispute,4,1895-12-17,gilded-age,Administrative-industrial order,"December 17, 1895: Message Regarding Venezuelan-British Dispute",https://millercenter.org/the-presidency/presidential-speeches/december-17-1895-message-regarding-venezuelan-british-dispute,President Monroe,policy inheritance,neutral,"The prime minister, while not admitting that the Monroe doctrine is applicable to present conditions, states: In declaring that the United States would resist any such enterprise if it was contemplated, President Monroe adopted a policy which received the entire sympathy of the English Government of that date.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Grover Cleveland,grover-cleveland,Grover Cleveland,false
1e52b00d58a69a85d4f3301b,invocation_edge_59bd088e7c817f6ec82674a1c2756d275bcd48a3f4518895602b4663f5043f9e,grover-cleveland,Grover Cleveland,james-monroe,James Monroe,/the-presidency/presidential-speeches/december-17-1895-message-regarding-venezuelan-british-dispute,5,1895-12-17,gilded-age,Administrative-industrial order,"December 17, 1895: Message Regarding Venezuelan-British Dispute",https://millercenter.org/the-presidency/presidential-speeches/december-17-1895-message-regarding-venezuelan-british-dispute,president Monroe,other/unclear,neutral,"Again he says: They (Her Majesty's Government) fully concur with the view which president Monroe apparently entertained, that any disturbance of the existing territorial distribution in that hemisphere by any fresh acquisitions on the part of any European State would be a highly inexpedient change.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Grover Cleveland,grover-cleveland,Grover Cleveland,false
21497b907a6276a0e32a6357,invocation_edge_59eb261bf66a26cf2062c24c08f8a14bd2c454db2e56606ddab61913d309f73d,lyndon-b-johnson,Lyndon B. Johnson,william-taft,William Taft,/the-presidency/presidential-speeches/january-4-1965-state-union,20,1965-01-04,cold-war,Mature Cold War,"January 4, 1965: State of the Union",https://millercenter.org/the-presidency/presidential-speeches/january-4-1965-state-union,Taft,policy inheritance,neutral,"And as pledged in our 1960 and 1964 Democratic platforms, I will propose to Congress changes in the Taft-Hartley Act including section 14(b).",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Lyndon B. Johnson,lyndon-b-johnson,Lyndon B. Johnson,false
7256bf9b579f86353a18c46e,invocation_edge_59eb261bf66a26cf2062c24c08f8a14bd2c454db2e56606ddab61913d309f73d,lyndon-b-johnson,Lyndon B. Johnson,william-taft,William Taft,/the-presidency/presidential-speeches/january-12-1966-state-union,12,1966-01-12,cold-war,Mature Cold War,"January 12, 1966: State of the Union",https://millercenter.org/the-presidency/presidential-speeches/january-12-1966-state-union,Taft,policy inheritance,positive,"For those who labor, I propose to improve unemployment insurance, to expand minimum wage benefits, and by the repeal of section 14(b) of the Taft-Hartley Act to make the labor laws in all our states equal to the laws of the 31 states which do not have tonight right-to-work measures.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Lyndon B. Johnson,lyndon-b-johnson,Lyndon B. Johnson,false
5c565615e53d94427faf8b55,invocation_edge_59eb261bf66a26cf2062c24c08f8a14bd2c454db2e56606ddab61913d309f73d,lyndon-b-johnson,Lyndon B. Johnson,william-taft,William Taft,/the-presidency/presidential-speeches/march-9-1967-press-conference,46,1967-03-09,cold-war,Mature Cold War,"March 9, 1967: Press Conference",https://millercenter.org/the-presidency/presidential-speeches/march-9-1967-press-conference,Taft,other/unclear,neutral,I will send later today a directive to the Attorney General to proceed on a Taft-Hartley injunction.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Lyndon B. Johnson,lyndon-b-johnson,Lyndon B. Johnson,false
3531a463b7c08fe45c3d11e6,invocation_edge_5b1062416e74e129bd2a34eecd5402ff514c8fa0521006639309aade7d103529,donald-trump,Donald Trump,dwight-d-eisenhower,Dwight D. Eisenhower,/the-presidency/presidential-speeches/february-28-2017-address-joint-session-congress,27,2017-03-01,present,Platform-era intensification,"February 28, 2017: Address to Joint Session of Congress",https://millercenter.org/the-presidency/presidential-speeches/february-28-2017-address-joint-session-congress,Dwight D. Eisenhower,other/unclear,neutral,"Another Republican President, Dwight D.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Donald Trump,donald-trump,Donald Trump,false
c4d3c34fc9449d0a80fa13e6,invocation_edge_5b1062416e74e129bd2a34eecd5402ff514c8fa0521006639309aade7d103529,donald-trump,Donald Trump,dwight-d-eisenhower,Dwight D. Eisenhower,/the-presidency/presidential-speeches/february-5-2019-state-union-address,2,2019-02-06,present,Platform-era intensification,"February 5, 2019: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/february-5-2019-state-union-address,Dwight D. Eisenhower,other/unclear,neutral,"In June, we mark 75 years since the start of what General Dwight D.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Donald Trump,donald-trump,Donald Trump,false
7cb749c90801bd04ed79c9bc,invocation_edge_5b1062416e74e129bd2a34eecd5402ff514c8fa0521006639309aade7d103529,donald-trump,Donald Trump,dwight-d-eisenhower,Dwight D. Eisenhower,june-13-2020-address-west-point-graduation,10,2020-06-13,present,Platform-era intensification,"June 13, 2020: Address at West Point Graduation",https://millercenter.org/the-presidency/presidential-speeches/june-13-2020-address-west-point-graduation,Eisenhower,historical comparison,neutral,"It was the graduates of West Point - towering figures like McArthur, Patton, Eisenhower, and Bradley - who led America to victory over the sinister Nazis and imperial fascists 75 years ago.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Donald Trump,donald-trump,Donald Trump,false
41afcf7d6b0f2920696756bc,invocation_edge_5b1062416e74e129bd2a34eecd5402ff514c8fa0521006639309aade7d103529,donald-trump,Donald Trump,dwight-d-eisenhower,Dwight D. Eisenhower,march-4-2025-address-joint-session-congress,75,2025-03-05,present,Platform-era intensification,"March 4, 2025: Address to a Joint Session of Congress",https://millercenter.org/the-presidency/presidential-speeches/march-4-2025-address-joint-session-congress,Dwight D. Eisenhower,institutional precedent,neutral,"I have sent Congress a detailed funding request laying out exactly how we will eliminate these threats to protect our homeland and complete the largest deportation operation in American history, larger even than current record holder, President Dwight D.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Donald Trump,donald-trump,Donald Trump,false
d1e6d8e000fd632ac5433275,invocation_edge_5b1062416e74e129bd2a34eecd5402ff514c8fa0521006639309aade7d103529,donald-trump,Donald Trump,dwight-d-eisenhower,Dwight D. Eisenhower,september-30-2025-remarks-military-leaders,79,2025-09-30,present,Platform-era intensification,"September 30, 2025: Remarks to Military Leaders",https://millercenter.org/the-presidency/presidential-speeches/september-30-2025-remarks-military-leaders,Eisenhower,legacy/inheritance,neutral,"The men and women in this room inherit the legacy built and won by Washington and Jackson, Grant and Pershing, Eisenhower and Patton, Nimitz and LeMay.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Donald Trump,donald-trump,Donald Trump,false
4bd5386013ef9c5396ed4816,invocation_edge_5c0988772f12096ff8a68c3906534a26fcd57582bdfba83cda64973abfbd4155,john-tyler,John Tyler,james-monroe,James Monroe,/the-presidency/presidential-speeches/june-1-1841-special-session-message-congress-regarding-general,36,1841-06-01,expansion,The continental republic,"June 1, 1841: Special Session Message to Congress Regarding General Affairs of the Country",https://millercenter.org/the-presidency/presidential-speeches/june-1-1841-special-session-message-congress-regarding-general,Monroe,other/unclear,positive,Monroe shortly after the conclusion of the late war with Great Britain of preserving a regularly organized staff sufficient for the command of a large military force should a necessity for one arise is rounded as well in economy as in true wisdom.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John Tyler,john-tyler,John Tyler,false
172ea7d0eef78bdf5b93477d,invocation_edge_5c9a2407c486b23ed75df8eb87e7a9eb1c6e7bc313390aa642a9985d3bd9cad6,benjamin-harrison,Benjamin Harrison,chester-a-arthur,Chester A. Arthur,/the-presidency/presidential-speeches/january-31-1891-message-regarding-death-treasury-secretary,2,1891-01-31,gilded-age,Administrative-industrial order,"January 31, 1891: Message Regarding Death of Treasury Secretary",https://millercenter.org/the-presidency/presidential-speeches/january-31-1891-message-regarding-death-treasury-secretary,President Arthur,policy inheritance,neutral,"President Arthur in that case allowed one of the assistant secretaries, who had been designated to act in the absence of the Secretary, to continue in the discharge of such duties for ten days, then designated the same person to discharge the duties for a further term of ten days, and then made a temporary appointment as Secretary, in order to secure the consideration that he needed in filling this important place.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Benjamin Harrison,benjamin-harrison,Benjamin Harrison,false
868b2c166ed2009b5cc2907c,invocation_edge_5e2cae16b00385c0e7381d0770ddc55926fd42f1fdd22323a1dba2b4853123f6,john-f-kennedy,John F. Kennedy,theodore-roosevelt,Theodore Roosevelt,/the-presidency/presidential-speeches/october-7-1960-debate-richard-nixon-washington-dc,11,1960-10-07,cold-war,Mature Cold War,"October 7, 1960: Debate with Richard Nixon in Washington, D.C.",https://millercenter.org/the-presidency/presidential-speeches/october-7-1960-debate-richard-nixon-washington-dc,Theodore Roosevelt,other/unclear,neutral,That is the accepted procedure between nations; and my judgment is that we should follow the advice of Theodore Roosevelt: Be strong; maintain a strong position; but also speak softly.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
7e74f21ef4c0b89c2a8385f9,invocation_edge_5e2cae16b00385c0e7381d0770ddc55926fd42f1fdd22323a1dba2b4853123f6,john-f-kennedy,John F. Kennedy,theodore-roosevelt,Theodore Roosevelt,/the-presidency/presidential-speeches/february-21-1961-remarks-youth-fitness-program,1,1961-02-21,cold-war,Mature Cold War,"February 21, 1961: Remarks on the Youth Fitness Program",https://millercenter.org/the-presidency/presidential-speeches/february-21-1961-remarks-youth-fitness-program,Theodore Roosevelt,other/unclear,neutral,"Theodore Roosevelt, expressed some ambition that--I think members of the armed services would improve their physical fitness.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
eed2525ce5d2912b935e7977,invocation_edge_5e2cae16b00385c0e7381d0770ddc55926fd42f1fdd22323a1dba2b4853123f6,john-f-kennedy,John F. Kennedy,theodore-roosevelt,Theodore Roosevelt,/the-presidency/presidential-speeches/may-3-1961-remarks-george-washington,2,1961-05-03,cold-war,Mature Cold War,"May 3, 1961: Remarks at George Washington",https://millercenter.org/the-presidency/presidential-speeches/may-3-1961-remarks-george-washington,Theodore Roosevelt,other/unclear,neutral,"Woodrow Wilson, Theodore Roosevelt--and all the rest.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
6dc394939930815dd5ac8b1b,invocation_edge_5e6d0108063ab115339b1f7494341b8708bad59b09ab967482650d319f802ec5,dwight-d-eisenhower,Dwight D. Eisenhower,theodore-roosevelt,Theodore Roosevelt,/the-presidency/presidential-speeches/february-2-1953-state-union-address,49,1953-02-02,cold-war,Mature Cold War,"February 2, 1953: State of the Union Address ",https://millercenter.org/the-presidency/presidential-speeches/february-2-1953-state-union-address,Theodore Roosevelt,other/unclear,neutral,We must more than match the substantial achievements in the half-century since President Theodore Roosevelt awakened the Nation to the problem of conservation.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Dwight D. Eisenhower,dwight-d-eisenhower,Dwight D. Eisenhower,false
5246721a1fd850007af843ac,invocation_edge_5e7d38e58316e51aed603e1ff94f316683f76fb2fe0da1ad3571fcdd4f31f78b,rutherford-b-hayes,Rutherford B. Hayes,george-washington,George Washington,/the-presidency/presidential-speeches/may-12-1879-message-regarding-election-regulations,4,1879-05-12,gilded-age,Administrative-industrial order,"May 12, 1879: Message Regarding Election Regulations",https://millercenter.org/the-presidency/presidential-speeches/may-12-1879-message-regarding-election-regulations,President Washington,policy inheritance,neutral,"The first act expressly authorizing the use of military power to execute the laws was passed almost as early as the organization of the Government under the Constitution, and was approved by President Washington May 2, 1792.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Rutherford B. Hayes,rutherford-b-hayes,Rutherford B. Hayes,false
690b22000e46cc1bf9773e9a,invocation_edge_5e7d38e58316e51aed603e1ff94f316683f76fb2fe0da1ad3571fcdd4f31f78b,rutherford-b-hayes,Rutherford B. Hayes,george-washington,George Washington,/the-presidency/presidential-speeches/may-12-1879-message-regarding-election-regulations,8,1879-05-12,gilded-age,Administrative-industrial order,"May 12, 1879: Message Regarding Election Regulations",https://millercenter.org/the-presidency/presidential-speeches/may-12-1879-message-regarding-election-regulations,President Washington,other/unclear,neutral,It was on this principle that President Washington suppressed the whisky rebellion in Pennsylvania in 1794.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Rutherford B. Hayes,rutherford-b-hayes,Rutherford B. Hayes,false
e60ccfb6f9583992f0e7b96d,invocation_edge_5ed7a9d3c7519ad578027deaf1690164338dd61f562e4044a057bd152d94df43,franklin-d-roosevelt,Franklin D. Roosevelt,andrew-jackson,Andrew Jackson,/the-presidency/presidential-speeches/july-24-1933-fireside-chat-3-national-recovery-administration,20,1933-07-24,war-new-deal,"New Deal, world war & settlement","July 24, 1933: Fireside Chat 3: On the National Recovery Administration",https://millercenter.org/the-presidency/presidential-speeches/july-24-1933-fireside-chat-3-national-recovery-administration,Andrew Jackson,ceremonial/biographical,neutral,"When Andrew Jackson, ""Old Hickory,"" died, someone asked, ""Will he go to",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Franklin D. Roosevelt,franklin-d-roosevelt,Franklin D. Roosevelt,false
c1a2639a049c399f4e0e8df6,invocation_edge_5ed7a9d3c7519ad578027deaf1690164338dd61f562e4044a057bd152d94df43,franklin-d-roosevelt,Franklin D. Roosevelt,andrew-jackson,Andrew Jackson,/the-presidency/presidential-speeches/march-9-1937-fireside-chat-9-court-packing,19,1937-03-09,war-new-deal,"New Deal, world war & settlement","March 9, 1937: Fireside Chat 9: On ""Court-Packing""",https://millercenter.org/the-presidency/presidential-speeches/march-9-1937-fireside-chat-9-court-packing,Andrew jackson,institutional precedent,neutral,"The number of justices has been changed several times before, in the Administration of John Adams and Thomas Jefferson - both signers of the Declaration of Independence - Andrew jackson, Abraham Lincoln and Ulysses S.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Franklin D. Roosevelt,franklin-d-roosevelt,Franklin D. Roosevelt,false
bb239e9628dcfbabebe13748,invocation_edge_5ffd487f8553623aa38297cd4aab0b173c8cf3b29c0768e5953d7d3342302dbe,grover-cleveland,Grover Cleveland,andrew-jackson,Andrew Jackson,/the-presidency/presidential-speeches/december-18-1893-message-regarding-hawaiian-annexation,34,1893-12-18,gilded-age,Administrative-industrial order,"December 18, 1893: Message Regarding Hawaiian Annexation",https://millercenter.org/the-presidency/presidential-speeches/december-18-1893-message-regarding-hawaiian-annexation,President Jackson,other/unclear,neutral,"Several months after the battle of San Jacinto, by which Texan independence was practically assured and established, President Jackson declined to recognize it, alleging as one of his reasons that in the circumstances it became us ""to beware of a too early movement, as it might subject us, however unjustly, to the imputation of seeking to establish the claim of our neighbors to a territory with a view to its subsequent acquisition by",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Grover Cleveland,grover-cleveland,Grover Cleveland,false
684698e490d0a57b004764cf,invocation_edge_60097dc57656c1e4948014144eb66afee7d73143141d5ccc00ba47d1d44d8ac6,lyndon-b-johnson,Lyndon B. Johnson,thomas-jefferson,Thomas Jefferson,/the-presidency/presidential-speeches/february-21-1964-remarks-ninety-sixth-charter-day-observances,10,1964-02-21,cold-war,Mature Cold War,"February 21, 1964: Remarks at the Ninety Sixth Charter Day Observances",https://millercenter.org/the-presidency/presidential-speeches/february-21-1964-remarks-ninety-sixth-charter-day-observances,Jefferson,other/unclear,neutral,"for America today, as in Jefferson's time, peace must be our passion.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Lyndon B. Johnson,lyndon-b-johnson,Lyndon B. Johnson,false
cfe2255db39941d2d0ee9fbc,invocation_edge_60097dc57656c1e4948014144eb66afee7d73143141d5ccc00ba47d1d44d8ac6,lyndon-b-johnson,Lyndon B. Johnson,thomas-jefferson,Thomas Jefferson,/the-presidency/presidential-speeches/january-4-1965-state-union,22,1965-01-04,cold-war,Mature Cold War,"January 4, 1965: State of the Union",https://millercenter.org/the-presidency/presidential-speeches/january-4-1965-state-union,Thomas Jefferson,other/unclear,neutral,Thomas Jefferson said that no nation can be both ignorant and free.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Lyndon B. Johnson,lyndon-b-johnson,Lyndon B. Johnson,false
7b0f5efa2230ad6916aea099,invocation_edge_60097dc57656c1e4948014144eb66afee7d73143141d5ccc00ba47d1d44d8ac6,lyndon-b-johnson,Lyndon B. Johnson,thomas-jefferson,Thomas Jefferson,/the-presidency/presidential-speeches/august-25-1965-press-conference-white-house,17,1965-08-25,cold-war,Mature Cold War,"August 25, 1965: Press Conference at the White House",https://millercenter.org/the-presidency/presidential-speeches/august-25-1965-press-conference-white-house,Jefferson,institutional precedent,neutral,"That new office will be opened in the town of Prentiss in Jefferson Davis County, Mississippi.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Lyndon B. Johnson,lyndon-b-johnson,Lyndon B. Johnson,false
fdd33bd6e17b25c4e5959f2e,invocation_edge_60097dc57656c1e4948014144eb66afee7d73143141d5ccc00ba47d1d44d8ac6,lyndon-b-johnson,Lyndon B. Johnson,thomas-jefferson,Thomas Jefferson,/the-presidency/presidential-speeches/january-10-1967-state-union-address,59,1967-01-10,cold-war,Mature Cold War,"January 10, 1967: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-10-1967-state-union-address,Thomas Jefferson,policy inheritance,positive,"No better words could describe our present course than those once spoken by the great Thomas Jefferson: ""It is the melancholy law of human societies to be compelled sometimes to choose a great evil in order to ward off a",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Lyndon B. Johnson,lyndon-b-johnson,Lyndon B. Johnson,false
243974ef29649524e66a6b22,invocation_edge_62748ab0358ec59ce293b07914134c6e6e4e8f3049b9e7e27428ad8846177045,john-f-kennedy,John F. Kennedy,woodrow-wilson,Woodrow Wilson,/the-presidency/presidential-speeches/july-15-1960-acceptance-democratic-party-nomination,13,1960-07-15,cold-war,Mature Cold War,"July 15, 1960: Acceptance of the Democratic Party Nomination",https://millercenter.org/the-presidency/presidential-speeches/july-15-1960-acceptance-democratic-party-nomination,Woodrow Wilson,other/unclear,neutral,Woodrow Wilson's New Freedom promised our nation a new political and economic framework.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
281d34b2ccdad0b8e5d9835f,invocation_edge_62748ab0358ec59ce293b07914134c6e6e4e8f3049b9e7e27428ad8846177045,john-f-kennedy,John F. Kennedy,woodrow-wilson,Woodrow Wilson,/the-presidency/presidential-speeches/may-3-1961-remarks-george-washington,2,1961-05-03,cold-war,Mature Cold War,"May 3, 1961: Remarks at George Washington",https://millercenter.org/the-presidency/presidential-speeches/may-3-1961-remarks-george-washington,Woodrow Wilson,other/unclear,neutral,"Woodrow Wilson, Theodore Roosevelt--and all the rest.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
fb2ce721465ec5c7aee7215b,invocation_edge_62748ab0358ec59ce293b07914134c6e6e4e8f3049b9e7e27428ad8846177045,john-f-kennedy,John F. Kennedy,woodrow-wilson,Woodrow Wilson,/the-presidency/presidential-speeches/june-7-1961-remarks-graduating-class-us-naval-academy,2,1961-06-07,cold-war,Mature Cold War,"June 7, 1961: Remarks to the Graduating Class of the US Naval Academy",https://millercenter.org/the-presidency/presidential-speeches/june-7-1961-remarks-graduating-class-us-naval-academy,Woodrow Wilson,other/unclear,neutral,"Nearly a half century ago, President Woodrow Wilson came here to Annapolis on a similar mission, and addressed the Class of 1914.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
2f61436defa294cc29536847,invocation_edge_62748ab0358ec59ce293b07914134c6e6e4e8f3049b9e7e27428ad8846177045,john-f-kennedy,John F. Kennedy,woodrow-wilson,Woodrow Wilson,/the-presidency/presidential-speeches/june-7-1961-remarks-graduating-class-us-naval-academy,3,1961-06-07,cold-war,Mature Cold War,"June 7, 1961: Remarks to the Graduating Class of the US Naval Academy",https://millercenter.org/the-presidency/presidential-speeches/june-7-1961-remarks-graduating-class-us-naval-academy,Wilson,other/unclear,neutral,"The autumn after Wilson came to Annapolis, the Victorian world began to fall to pieces, and our world one-half a century later is vastly different.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
da77149d553b215534939dd4,invocation_edge_62748ab0358ec59ce293b07914134c6e6e4e8f3049b9e7e27428ad8846177045,john-f-kennedy,John F. Kennedy,woodrow-wilson,Woodrow Wilson,/the-presidency/presidential-speeches/june-7-1961-remarks-graduating-class-us-naval-academy,8,1961-06-07,cold-war,Mature Cold War,"June 7, 1961: Remarks to the Graduating Class of the US Naval Academy",https://millercenter.org/the-presidency/presidential-speeches/june-7-1961-remarks-graduating-class-us-naval-academy,Woodrow Wilson,institutional precedent,neutral,"Woodrow Wilson reminded your predecessors that you were not serving a government or an administration, but a people.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
f0fb822d53e8f707069acbac,invocation_edge_62748ab0358ec59ce293b07914134c6e6e4e8f3049b9e7e27428ad8846177045,john-f-kennedy,John F. Kennedy,woodrow-wilson,Woodrow Wilson,/the-presidency/presidential-speeches/october-12-1961-address-university-north-carolina,10,1961-10-12,cold-war,Mature Cold War,"October 12, 1961: Address at the University of North Carolina",https://millercenter.org/the-presidency/presidential-speeches/october-12-1961-address-university-north-carolina,Woodrow Wilson,ceremonial/biographical,neutral,"""A university,"" said Professor Woodrow Wilson, ""should be an organ of memory for the State, for the transmission of its best",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
8f4312e1818436f08b403ee3,invocation_edge_62748ab0358ec59ce293b07914134c6e6e4e8f3049b9e7e27428ad8846177045,john-f-kennedy,John F. Kennedy,woodrow-wilson,Woodrow Wilson,/the-presidency/presidential-speeches/december-7-1961-address-miami-opening-afl-cio-convention,37,1961-12-07,cold-war,Mature Cold War,"December 7, 1961: Address in Miami at the Opening of the AFL-CIO Convention",https://millercenter.org/the-presidency/presidential-speeches/december-7-1961-address-miami-opening-afl-cio-convention,Woodrow Wilson,other/unclear,neutral,"And I come to Miami today and ask your help, as on other occasions other Presidents of the United States, stretching back to the time of Woodrow Wilson and Roosevelt and Truman, have come to the AF of L and the CIO--and each time this organization has said yes.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
