schema_version,contract_version,receipt_id,edge_id,scope_type,scope_id,scope_label,president_profile_id,president_name,topic_id,topic_level,topic_label,doc_name,para_idx,appearance_id,actual_speaker_profile_id,actual_speaker,source_document_owner_profile_id,source_document_owner,cross_owner,story_era_id,story_era_label,speech_date,speech_title,source_url,evidence_excerpt,selection_role,selection_position,evidence_policy
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_7f40ab4f58acd518033da99097debd6817d074e4f0624166aa5425ef9d64cd84,edge_921e488fa9044bfdbde293c4b4abf50e2c784ae2ad46fb023d7765bd56697817,corpus,all-corpus,All eligible corpus,calvin-coolidge,Calvin Coolidge,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",/the-presidency/presidential-speeches/december-6-1923-first-annual-message,16,appearance_7ce68cf36cb26f2908a7cb8405b27bf70e72c9b47a0bf9bb1e98c7ddb51240af,calvin-coolidge,Calvin Coolidge,calvin-coolidge,Calvin Coolidge,False,progressives-depression,"Reform, world war & collapse",1923-12-06,"December 6, 1923: First Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-6-1923-first-annual-message,"SHIPPING The entire well being of our country is dependent upon transportation by sea and land. Our Government during the war acquired a large merchant fleet which should be transferred, as soon as possible, to private ownership and operation under conditions which would secure two results: First, and of prime importance, adequate means for national defense…",first,0,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_556cc302857e7fcd6bd4674c3feb5d204f2375ff9affe0067ef2285f9298b690,edge_921e488fa9044bfdbde293c4b4abf50e2c784ae2ad46fb023d7765bd56697817,corpus,all-corpus,All eligible corpus,calvin-coolidge,Calvin Coolidge,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",/the-presidency/presidential-speeches/december-7-1926-fourth-annual-message,22,appearance_91bc11cb24a5c548f229ad386e5311f4886741da4c8d95772c04ad62812b0d7c,calvin-coolidge,Calvin Coolidge,calvin-coolidge,Calvin Coolidge,False,progressives-depression,"Reform, world war & collapse",1926-12-07,"December 7, 1926: Fourth Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-7-1926-fourth-annual-message,"The large Federal expenditure in improvement of waterways and highways, The reduction of Federal taxes, in all comprise a great series of governmental actions in the advancement of the special interest of agriculture. In determination of what further measures may be undertaken it seems to me there are certain pitfalls which must be avoided and our test in a…",middle,4,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_0373912c3f98c294959c7b2e7c54bd379cf4fd26795cf0af89523ac6210aa7dd,edge_921e488fa9044bfdbde293c4b4abf50e2c784ae2ad46fb023d7765bd56697817,corpus,all-corpus,All eligible corpus,calvin-coolidge,Calvin Coolidge,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",/the-presidency/presidential-speeches/december-4-1928-sixth-annual-message,33,appearance_5c1638dde3b072ef20c42e6008a76fd04b5940a28e22e9fa61b2020e3f794642,calvin-coolidge,Calvin Coolidge,calvin-coolidge,Calvin Coolidge,False,progressives-depression,"Reform, world war & collapse",1928-12-04,"December 4, 1928: Sixth Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-4-1928-sixth-annual-message,COMMERCIAL AERONAUTICS Continued progress in civil aviation is most gratifying. Demands for airplanes and motors have taxed both the industry and the licensing and inspection service of the Department of Commerce to their capacity. While the compulsory licensing provisions of the air commerce act apply only to equipment and personnel engaged in interstate a…,last,8,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_8776eaadd1d2b169b9260c66f89cd09f08a146c5b4c13afb14550af6643d289f,edge_6beaec98a3a4027b557e857700b48c7b49f280fe6e1abc0783b4e40b516f2b9a,corpus,all-corpus,All eligible corpus,chester-a-arthur,Chester A. Arthur,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",/the-presidency/presidential-speeches/december-6-1881-first-annual-message,16,appearance_011860ecb2699e2d7e803f869ff4386a4a46c83a39213d0256ab029b98580b3b,chester-a-arthur,Chester A. Arthur,chester-a-arthur,Chester A. Arthur,False,gilded-age,Administrative-industrial order,1881-12-06,"December 6, 1881: First Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-6-1881-first-annual-message,"The questions growing out of the proposed interoceanic waterway across the Isthmus of Panama are of grave national importance. This Government has not been unmindful of the solemn obligations imposed upon it by its compact of 1846 with Colombia, as the independent and sovereign mistress of the territory crossed by the canal, and has sought to render them ef…",first,0,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_03b78918f80fd0998694fb602c5548fe463f08fa9724ff1a5c7ae04507e1dd06,edge_6beaec98a3a4027b557e857700b48c7b49f280fe6e1abc0783b4e40b516f2b9a,corpus,all-corpus,All eligible corpus,chester-a-arthur,Chester A. Arthur,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",/the-presidency/presidential-speeches/december-4-1882-second-annual-message,51,appearance_d147b4dbc1ebfc52ca60eb246a2b07b0b043e90c9a877c7e7054ee682ec61f29,chester-a-arthur,Chester A. Arthur,chester-a-arthur,Chester A. Arthur,False,gilded-age,Administrative-industrial order,1882-12-04,"December 4, 1882: Second Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-4-1882-second-annual-message,"The grounds that impelled me to withhold my signature from the bill entitled ""An act making appropriations for the construction, repair, and preservation of certain works on rivers and harbors,"" which became a law near the close of your last session, prompt me to express the hope that no similar measure will be deemed necessary during the present session of…",middle,3,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_027f1818132ea8ca3b4912baeb4241d08943ce7355653becbc5d2746935ebdf6,edge_6beaec98a3a4027b557e857700b48c7b49f280fe6e1abc0783b4e40b516f2b9a,corpus,all-corpus,All eligible corpus,chester-a-arthur,Chester A. Arthur,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",/the-presidency/presidential-speeches/december-10-1884-message-regarding-central-american-canal,1,appearance_dcfb59cd8a850dc077ca2969e2dd2f09a541e909b00befd6e6dc11316c22df02,chester-a-arthur,Chester A. Arthur,chester-a-arthur,Chester A. Arthur,False,gilded-age,Administrative-industrial order,1884-12-10,"December 10, 1884: Message Regarding Central American Canal",https://millercenter.org/the-presidency/presidential-speeches/december-10-1884-message-regarding-central-american-canal,"For all maritime purposes the States upon the Pacific are more distant from those upon the Atlantic than if separated by either ocean alone. Europe and Africa are nearer to New York, and Asia nearer to California, than are these two great States to each other by sea. Weeks of steam voyage or months under sail are consumed in the passage around the Horn, wit…",last,6,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_0cdbc33d104641a2850f170d3b2e885baae8d2fc9716b81c5e875984e369aee0,edge_ae8f1dd8de611a580d2b03e9d256c98c08e04364468a82e7734a96f700bb137e,corpus,all-corpus,All eligible corpus,donald-trump,Donald Trump,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",/the-presidency/presidential-speeches/january-20-2017-inaugural-address,7,appearance_353a6903389d45410b35b9d9ae8b3c15e7d66ac01fd0d6cec29578be75ac837e,donald-trump,Donald Trump,donald-trump,Donald Trump,False,present,Platform-era intensification,2017-01-20,"January 20, 2017: Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/january-20-2017-inaugural-address,"Subsidized the armies of other countries while allowing for the very sad depletion of our military; We've defended other nation's borders while refusing to defend our own; And spent trillions of dollars overseas while America's infrastructure has fallen into disrepair and decay. We've made other countries rich while the wealth, strength, and confidence of o…",first,0,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_9874572298775b82b6794132c37a34bcbdfda95062a23497c34e9f454b6c34ab,edge_ae8f1dd8de611a580d2b03e9d256c98c08e04364468a82e7734a96f700bb137e,corpus,all-corpus,All eligible corpus,donald-trump,Donald Trump,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",february-4-2020-state-union-address,12,appearance_079f2437c61a7bd5647f732cb2f201bf03c9e6637d3c2b19c30e947335b53447,donald-trump,Donald Trump,donald-trump,Donald Trump,False,present,Platform-era intensification,2020-02-05,"February 4, 2020: State of the Union Address",https://millercenter.orgfebruary-4-2020-state-union-address,"Thanks to our bold regulatory reduction campaign, the United States has become the number one producer of oil and natural gas anywhere in the world, by far. With the tremendous progress we have made over the past three years, America is now energy independent, and energy jobs, like so many other elements of our country, are at a record high. We are doing nu…",middle,14,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_36a2f0087122f5fe865f9a72ec93f8df409117d0c974f41e2d40d0f5fe876b0f,edge_ae8f1dd8de611a580d2b03e9d256c98c08e04364468a82e7734a96f700bb137e,corpus,all-corpus,All eligible corpus,donald-trump,Donald Trump,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",april-1-2026-address-nation-iran,3,appearance_f1d3a4ac0f9ced3737458d16ba9e3a759297b2c704dfa5808238819f65702e8a,donald-trump,Donald Trump,donald-trump,Donald Trump,False,present,Platform-era intensification,2026-04-02,"April 1, 2026: Address to the Nation on Iran",https://millercenter.orgapril-1-2026-address-nation-iran,"After rebuilding our military during my first term, we have by far the strongest military anywhere in the world, and now we're working along with Venezuela and are, in a true sense, joint venture partners. We're getting along incredibly well. In the production and sale of massive amounts of oil and gas, the second largest reserves on Earth after the United…",last,29,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_ea89b709a1c587dec2a76f7237352104b61ff2b1831a0fb03cb8cd377ed69840,edge_d916f76fd7102bdf03ba8a6e6a8ab5a8cecba65fe0790a3e7133ae473563f4d4,corpus,all-corpus,All eligible corpus,dwight-d-eisenhower,Dwight D. Eisenhower,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",/the-presidency/presidential-speeches/february-2-1953-state-union-address,40,appearance_eac12e5e0ba75d09f80c8dd567e7693585e12822b55f171786c1b09b9aeead33,dwight-d-eisenhower,Dwight D. Eisenhower,dwight-d-eisenhower,Dwight D. Eisenhower,False,cold-war,Mature Cold War,1953-02-02,"February 2, 1953: State of the Union Address ",https://millercenter.org/the-presidency/presidential-speeches/february-2-1953-state-union-address,"I recommend the continuance of the authority for Federal control over rents in those communities in which serious housing shortages exist. These are chiefly the so-called defense areas. In these and all areas the Federal Government should withdraw from the control of rents as soon as practicable. But before they are removed entirely, each legislature should…",first,0,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_74ae10add844c36a819e7b13248404c37da2529fe10afd941531bfaecabd69d0,edge_d916f76fd7102bdf03ba8a6e6a8ab5a8cecba65fe0790a3e7133ae473563f4d4,corpus,all-corpus,All eligible corpus,dwight-d-eisenhower,Dwight D. Eisenhower,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",/the-presidency/presidential-speeches/january-5-1956-state-union-address,6,appearance_5a0c2c0cc18bc3c996ae6f0465da5f2181c13002ebb8ffd3c1d4838e354b4a16,dwight-d-eisenhower,Dwight D. Eisenhower,dwight-d-eisenhower,Dwight D. Eisenhower,False,cold-war,Mature Cold War,1956-01-05,"January 5, 1956: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-5-1956-state-union-address,Many measures of great national importance recommended last year to the Congress still demand immediate attention legislation for school and highway construction; health and immigration legislation; water resources legislation; legislation to complete the implementation of our foreign economic policy; such labor legislation as amendments of the Labor-Manage…,middle,3,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_947d1bda705d369205392557c9901acd40f33e7c87652d17fd546b331e469384,edge_d916f76fd7102bdf03ba8a6e6a8ab5a8cecba65fe0790a3e7133ae473563f4d4,corpus,all-corpus,All eligible corpus,dwight-d-eisenhower,Dwight D. Eisenhower,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",/the-presidency/presidential-speeches/january-7-1960-state-union-address,31,appearance_e508af803a1a8a485b92c01e7b036e00966e82dbea43f48e0c3e56a6a5a45393,dwight-d-eisenhower,Dwight D. Eisenhower,dwight-d-eisenhower,Dwight D. Eisenhower,False,cold-war,Mature Cold War,1960-01-07,"January 7, 1960: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-7-1960-state-union-address,"Fourth, in the meantime, it is necessary to remember that we have only begun to probe the environment immediately surrounding the earth. Using launch systems presently available, we are developing satellites to scout the world's weather; satellite relay stations to facilitate and extend communications over the globe; for navigation aids to give accurate bea…",last,7,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_cd686732f8f18f78369dfbcaf916795c5b9e7e34f0b5a52844d67094a97c4bff,edge_c4fc87da48f5ef4160a2587779242489a03e27da111d0d576948e64d2e19ebe2,corpus,all-corpus,All eligible corpus,franklin-d-roosevelt,Franklin D. Roosevelt,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",/the-presidency/presidential-speeches/march-4-1933-first-inaugural-address,6,appearance_6d4bbf27aef5c410961c95a7891a7ae1a1641cfc33d40830c6b10e73b88b5422,franklin-d-roosevelt,Franklin D. Roosevelt,franklin-d-roosevelt,Franklin D. Roosevelt,False,war-new-deal,"New Deal, world war & settlement",1933-03-04,"March 4, 1933: First Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/march-4-1933-first-inaugural-address,"Our greatest primary task is to put people to work. This is no unsolvable problem if we face it wisely and courageously. It can be accomplished in part by direct recruiting by the Government itself, treating the task as we would treat the emergency of a war, but at the same time, through this employment, accomplishing greatly needed projects to stimulate an…",first,0,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_876d28389520d8b195d5307e0b73ac5df40cce2df306587248e8306bc3105740,edge_c4fc87da48f5ef4160a2587779242489a03e27da111d0d576948e64d2e19ebe2,corpus,all-corpus,All eligible corpus,franklin-d-roosevelt,Franklin D. Roosevelt,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",/the-presidency/presidential-speeches/october-31-1936-speech-madison-square-garden,4,appearance_fd5d7b4aee881ba4ea80e419bfce0791fd3ada271578eb1dd0781a3a66a7c44c,franklin-d-roosevelt,Franklin D. Roosevelt,franklin-d-roosevelt,Franklin D. Roosevelt,False,war-new-deal,"New Deal, world war & settlement",1936-10-31,"October 31, 1936: Speech at Madison Square Garden",https://millercenter.org/the-presidency/presidential-speeches/october-31-1936-speech-madison-square-garden,"Next, they wanted peace in the community, the peace that springs from the ability to meet the needs of community life: schools, playgrounds, parks, sanitation, highways - those things which are expected of solvent local government. They sought escape from disintegration and bankruptcy in local and state affairs. They also sought peace within the Nation: pro…",middle,8,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_a1c5d8a46686e22f09cbd20244510311a61e2cfdb41c7d748d553b46e255d385,edge_c4fc87da48f5ef4160a2587779242489a03e27da111d0d576948e64d2e19ebe2,corpus,all-corpus,All eligible corpus,franklin-d-roosevelt,Franklin D. Roosevelt,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",/the-presidency/presidential-speeches/october-12-1942-fireside-chat-23-home-front,7,appearance_ecb831c487ba7976cbd088f34d1b9112c90d9d88339eb7b41db0551bbcb96412,franklin-d-roosevelt,Franklin D. Roosevelt,franklin-d-roosevelt,Franklin D. Roosevelt,False,war-new-deal,"New Deal, world war & settlement",1942-10-12,"October 12, 1942: Fireside Chat 23: On the Home Front",https://millercenter.org/the-presidency/presidential-speeches/october-12-1942-fireside-chat-23-home-front,"I expect to make other trips for similar purposes, and I shall make them in the same way. In the last war, I had seen great factories; but until I saw some of the new present-day plants, I had not thoroughly visualized our American war effort. Of course, I saw only a small portion of all our plants, but that portion was a good cross-section, and it was deep…",last,17,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_96b13749c5e6169a04cbdce3ee4c260c6860c3bd9b5fd7259f6f7106168b8848,edge_08e973973cbc97843ad27c068444cfd3406fdb2871628ccde94d3bc5dca76f41,corpus,all-corpus,All eligible corpus,franklin-pierce,Franklin Pierce,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",/the-presidency/presidential-speeches/december-5-1853-first-annual-message,39,appearance_699cc6c63f164f23d1dfc95cc4638345cfad2591db390756e1752780335908f6,franklin-pierce,Franklin Pierce,franklin-pierce,Franklin Pierce,False,civil-war-reconstruction,Sectional crisis & constitutional rupture,1853-12-05,"December 5, 1853: First Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-5-1853-first-annual-message,"Congress, representing the proprietors of the territorial domain and charged especially with power to dispose of territory belonging to the United States, has for a long course of years, beginning with the Administration of Mr. Jefferson, exercised the power to construct roads within the Territories, and there are so many and obvious distinctions between th…",first,0,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_a7e9fe3bddcf5a51c2a27012fc5941095ca3ad96355c2bc183b9dd4fe0d35d38,edge_08e973973cbc97843ad27c068444cfd3406fdb2871628ccde94d3bc5dca76f41,corpus,all-corpus,All eligible corpus,franklin-pierce,Franklin Pierce,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",/the-presidency/presidential-speeches/august-4-1854-veto-message-legislation-funding-public-works,0,appearance_7a38c169316d697329490991e6f055ce9fd0156e936286c64d5cef7b93e1b4f5,franklin-pierce,Franklin Pierce,franklin-pierce,Franklin Pierce,False,civil-war-reconstruction,Sectional crisis & constitutional rupture,1854-08-04,"August 4, 1854: Veto Message on Legislation Funding Public Works",https://millercenter.org/the-presidency/presidential-speeches/august-4-1854-veto-message-legislation-funding-public-works,"I have received the bill entitled ""An act making appropriations for the repair, preservation, and completion of certain public works heretofore commenced under the authority of law."" It reaches me in the expiring hours of the session, and time does not allow full opportunity for examining and considering its provisions or of stating at length the reasons wh…",middle,2,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_6d32a02c03a19164bf7bc431b5374ad4fef32966a5650bfe7d32cf5e68b57098,edge_08e973973cbc97843ad27c068444cfd3406fdb2871628ccde94d3bc5dca76f41,corpus,all-corpus,All eligible corpus,franklin-pierce,Franklin Pierce,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",/the-presidency/presidential-speeches/december-30-1854-expansion-august-4-veto-message,0,appearance_2d3e6d6c2f7ea77fb9bd3d0b3ebee7d8af2ea4b0fff5eb27b96cce51edb8902c,franklin-pierce,Franklin Pierce,franklin-pierce,Franklin Pierce,False,civil-war-reconstruction,Sectional crisis & constitutional rupture,1854-12-30,"December 30, 1854: Expansion of August 4 Veto Message",https://millercenter.org/the-presidency/presidential-speeches/december-30-1854-expansion-august-4-veto-message,"To the Senate and House of Representatives: In returning to the House of Representatives, in which it originated, a bill entitled ""An act making appropriations for the repair, preservation, and completion of certain public works heretofore commenced under the authority of law,"" it became necessary for me, owing to the late day at which the bill was passed,…",last,4,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_524ac92425a6916e44c57b91c9b329b58943917e60886079b45802b70782928c,edge_cd95c8302b13c8ef29f0f6e7216207c13d3af7a1f5c96b7b0a8d6aec79372263,corpus,all-corpus,All eligible corpus,george-h-w-bush,George H. W. Bush,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",/the-presidency/presidential-speeches/august-18-1988-acceptance-speech-republican-national,34,appearance_1cda9f2675449650d69ef2c08395e61a1f4418c23989921ec719f3ba66a070f7,george-h-w-bush,George H. W. Bush,george-h-w-bush,George H. W. Bush,False,post-cold-war,Conservative turn & always-on presidency,1988-08-18,"August 18, 1988: Acceptance Speech at the Republican National Convention",https://millercenter.org/the-presidency/presidential-speeches/august-18-1988-acceptance-speech-republican-national,"I will put incentives back into the domestic energy industry, for I know from personal experience there is no security for the United States in further dependence on foreign oil. In foreign affairs I will continue our policy of peace through strength. I will move toward further cuts in the strategic and conventional arsenals of both the United States and th…",first,0,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_82f737910d7ba8ffe1e4c85a0113443451ba5f0fd973ccf6c8b2ef898227392f,edge_cd95c8302b13c8ef29f0f6e7216207c13d3af7a1f5c96b7b0a8d6aec79372263,corpus,all-corpus,All eligible corpus,george-h-w-bush,George H. W. Bush,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",september-11-1990-address-joint-session-congress,15,appearance_1d19dfaa6839e955e49a794639896f30877a93ca51a925c27a1808402632be5f,george-h-w-bush,George H. W. Bush,george-h-w-bush,George H. W. Bush,False,post-cold-war,Conservative turn & always-on presidency,1990-09-11,"September 11, 1990: Address Before a Joint Session of Congress",https://millercenter.orgseptember-11-1990-address-joint-session-congress,"There's an energy-related cost to be borne as well. Oil-producing nations are already replacing lost Iraqi and Kuwaiti output. More than half of what was lost has been made up. And we're getting superb cooperation. If producers, including the United States, continue steps to expand oil and gas production, we can stabilize prices and guarantee against hardsh…",middle,3,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_3a4a29f0c1291f04c2251e5357b69730d4bcd48aac44a720998f62f953feff90,edge_cd95c8302b13c8ef29f0f6e7216207c13d3af7a1f5c96b7b0a8d6aec79372263,corpus,all-corpus,All eligible corpus,george-h-w-bush,George H. W. Bush,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",/the-presidency/presidential-speeches/august-20-1992-republican-national-convention,18,appearance_9738c7f41b0085c118ea4f648099c2a45f601ac861a14a98f4ef03874949936f,george-h-w-bush,George H. W. Bush,george-h-w-bush,George H. W. Bush,False,post-cold-war,Conservative turn & always-on presidency,1992-08-20,"August 20, 1992: Republican National Convention",https://millercenter.org/the-presidency/presidential-speeches/august-20-1992-republican-national-convention,"We are rebuilding our roads, providing jobs for more than half a million Americans. We passed a child care law, and we took a stand for family values by saying that when it comes to raising children, Government doesn't know best; parents know best. I have fought against prejudice and anti-Semitism all my life. I am proud that we strengthened our civil right…",last,7,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_0ee05c410498fd3d831e04abf49d83d3bf9739603437de1a4ee8c61d6732f6c1,edge_790562624585dfab7c39eb6dfc3ebb08bbed061e1b9cd70a25d8cf7bf5075064,corpus,all-corpus,All eligible corpus,george-w-bush,George W. Bush,topic_ab1b4df261a7a576740a8f344351048d47d8707284067733c90cef60ab372a20,level2,"Internal Improvements, Energy & Infrastructure",/the-presidency/presidential-speeches/january-29-2002-state-union-address,24,appearance_08ac0ec2867b5a90730853ccde3cc4d3c7134d9fbc80db30b5a53ed3042142ca,george-w-bush,George W. Bush,george-w-bush,George W. Bush,False,post-cold-war,Conservative turn & always-on presidency,2002-01-29,"January 29, 2002: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-29-2002-state-union-address,"There is more to do. We need to prepare our children to read and succeed in school with improved Head Start and early childhood development programs. We must upgrade our teacher colleges and teacher training and launch a major recruiting drive with a great goal for America, a quality teacher in every classroom. Good jobs also depend on reliable and affordab…",first,0,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
